Distance from Center (cmd=annotatePeaks.pl MYC_Cluster3_peaks.bed hg38 -d MYC_VEH_TagDir -hist 50 -size 5000)	MYC_VEH_TagDir Coverage	MYC_VEH_TagDir + Tags	MYC_VEH_TagDir - Tags
-2500	0.556952380952384	0.00226666666666668	0.00219380952380953
-2450	0.576988095238098	0.00239619047619049	0.0020804761904762
-2400	0.612404761904765	0.0026309523809524	0.00222619047619049
-2350	0.639321428571431	0.00256619047619049	0.00255809523809525
-2300	0.659964285714289	0.00253380952380954	0.00251761904761906
-2250	0.693357142857146	0.00322190476190478	0.00268761904761906
-2200	0.721285714285717	0.00300333333333335	0.00290619047619049
-2150	0.731000000000003	0.0028657142857143	0.0030761904761905
-2100	0.739297619047622	0.00280904761904764	0.00281714285714287
-2050	0.767428571428574	0.00312476190476192	0.00289809523809526
-2000	0.780583333333336	0.00327857142857145	0.00319761904761907
-1950	0.774511904761908	0.00293047619047621	0.00306000000000002
-1900	0.790500000000003	0.00314904761904764	0.00316523809523812
-1850	0.797583333333336	0.00329476190476193	0.00335142857142859
-1800	0.794345238095241	0.00335142857142859	0.00336761904761907
-1750	0.779571428571431	0.00295476190476192	0.00302761904761907
-1700	0.774309523809527	0.00279285714285716	0.0034161904761905
-1650	0.753869047619051	0.00310857142857145	0.00296285714285716
-1600	0.751440476190479	0.00331904761904764	0.00299523809523811
-1550	0.749214285714289	0.00296285714285716	0.00310047619047621
-1500	0.739500000000003	0.0024204761904762	0.00295476190476192
-1450	0.758119047619051	0.00273619047619049	0.00263904761904763
-1400	0.774511904761908	0.00310857142857145	0.00284142857142859
-1350	0.786857142857146	0.00302761904761907	0.00329476190476193
-1300	0.818833333333336	0.00365095238095241	0.0032461904761905
-1250	0.869023809523813	0.0031409523809524	0.0037561904761905
-1200	0.900797619047622	0.00360238095238098	0.00329476190476193
-1150	0.963738095238099	0.00399904761904765	0.00362666666666669
-1100	1.0402380952381	0.00421761904761908	0.00388571428571431
-1050	1.11026190476191	0.00446857142857146	0.00453333333333336
-1000	1.18615476190477	0.00478428571428575	0.00416095238095241
-950	1.29867857142858	0.00547238095238099	0.0049219047619048
-900	1.41869047619048	0.00599857142857148	0.00549666666666671
-850	1.54295238095239	0.00613619047619052	0.00586904761904766
-800	1.68967857142858	0.00661380952380955	0.00592571428571433
-750	1.90420238095239	0.00783619047619046	0.00679190476190478
-700	2.15211904761905	0.00915571428571422	0.00772285714285713
-650	2.41946428571429	0.00955238095238087	0.00854857142857139
-600	2.77605952380953	0.0113980952380951	0.00959285714285706
-550	3.23060714285714	0.0125638095238094	0.0114547619047618
-500	3.77946428571428	0.0153485714285714	0.013025238095238
-450	4.40623809523808	0.0176314285714285	0.0148628571428571
-400	5.20847619047616	0.0207399999999999	0.0175504761904761
-350	6.15298809523805	0.0260585714285711	0.0218247619047618
-300	7.10802380952376	0.0292804761904756	0.0258966666666663
-250	8.14360714285709	0.0348985714285709	0.0296204761904757
-200	9.17655952380948	0.0404599999999998	0.0357647619047613
-150	10.048619047619	0.0438519047619046	0.0406704761904758
-100	10.6632499999999	0.0463614285714284	0.0433095238095235
-50	11.1099047619047	0.0474947619047619	0.04777
0	11.2056309523809	0.047365238095238	0.04811
50	10.9856428571428	0.0448395238095235	0.0475352380952377
100	10.5402023809523	0.0433095238095235	0.0449528571428569
150	9.82802380952375	0.0391728571428566	0.0429614285714282
200	8.92115476190471	0.0345180952380949	0.0391323809523805
250	7.91633333333327	0.0301223809523805	0.0349309523809518
300	6.89592857142851	0.0242695238095236	0.0302599999999995
350	5.89211904761899	0.0198333333333333	0.0236542857142856
400	5.04414285714281	0.0166842857142856	0.0196633333333333
450	4.2900714285714	0.0147009523809523	0.0161823809523808
500	3.69264285714283	0.0136161904761904	0.0146847619047618
550	3.22919047619045	0.0117704761904761	0.0135838095238094
600	2.81936904761902	0.00951190476190471	0.0122238095238094
650	2.47188095238093	0.00861333333333329	0.00931761904761898
700	2.23145238095236	0.00826523809523807	0.00879142857142853
750	1.96532142857141	0.00673523809523812	0.00864571428571424
800	1.72651190476189	0.00639523809523813	0.00751238095238095
850	1.54274999999998	0.00560190476190481	0.00639523809523814
900	1.37113095238093	0.00449285714285718	0.00613619047619052
950	1.2100357142857	0.0044766666666667	0.0050271428571429
1000	1.09892857142855	0.00408000000000003	0.00446857142857146
1050	1.01534523809522	0.00411238095238098	0.00407190476190479
1100	0.945928571428551	0.0037561904761905	0.00365095238095241
1150	0.907273809523789	0.00321380952380954	0.0034809523809524
1200	0.88642857142855	0.00357809523809526	0.00323809523809526
1250	0.862547619047598	0.00299523809523811	0.00340809523809526
1300	0.830773809523788	0.00333523809523812	0.0031409523809524
1350	0.830976190476169	0.00357809523809526	0.00338380952380955
1400	0.838869047619026	0.0033109523809524	0.00354571428571431
1450	0.830976190476169	0.00325428571428574	0.00336761904761907
1500	0.837654761904741	0.0034161904761905	0.00291428571428573
1550	0.854857142857122	0.00359428571428574	0.00332714285714288
1600	0.869023809523788	0.00380476190476193	0.00360238095238098
1650	0.855464285714265	0.00320571428571431	0.00355380952380955
1700	0.845547619047598	0.0032461904761905	0.00321380952380954
1750	0.855869047619026	0.00343238095238098	0.00334333333333336
1800	0.848988095238074	0.00349714285714288	0.00366714285714288
1850	0.819845238095217	0.00339190476190478	0.00316523809523812
1900	0.828547619047598	0.00360238095238098	0.00316523809523812
1950	0.827130952380931	0.00322190476190478	0.00361047619047621
2000	0.79717857142855	0.00291428571428573	0.00316523809523811
2050	0.76520238095236	0.00275238095238097	0.00291428571428573
2100	0.738083333333312	0.00302761904761907	0.00311666666666669
2150	0.705297619047598	0.00293857142857145	0.00313285714285716
2200	0.68465476190474	0.00289000000000002	0.00293047619047621
2250	0.675547619047598	0.00268761904761906	0.0026309523809524
2300	0.65490476190474	0.0023557142857143	0.00219380952380953
2350	0.643369047619026	0.00263904761904763	0.00246904761904763
2400	0.634059523809502	0.00261476190476192	0.00263904761904763
2450	0.618476190476169	0.00241238095238097	0.00279285714285716
2500	0.600869047619026	0.00239619047619049	0.00220190476190477
