Distance from Center (cmd=annotatePeaks.pl MYC_Cluster1_peaks.bed hg38 -d MYC_VEH_TagDir -hist 50 -size 5000)	MYC_VEH_TagDir Coverage	MYC_VEH_TagDir + Tags	MYC_VEH_TagDir - Tags
-2500	0.731051051051056	0.00302732732732735	0.0028792792792793
-2450	0.730285285285291	0.00294564564564567	0.00286906906906909
-2400	0.744579579579585	0.00289969969969972	0.00299159159159161
-2350	0.756576576576582	0.00304264264264267	0.00292012012012014
-2300	0.760660660660666	0.00301201201201204	0.00275675675675678
-2250	0.765638138138143	0.00289969969969972	0.00308858858858861
-2200	0.778273273273278	0.00314474474474477	0.0032774774774775
-2150	0.786569069069074	0.00300180180180182	0.00322642642642645
-2100	0.799842342342348	0.00324684684684687	0.00314984984984987
-2050	0.831366366366372	0.00368588588588591	0.00308348348348351
-2000	0.868378378378384	0.00343063063063066	0.00339489489489492
-1950	0.900540540540546	0.00338978978978982	0.00350720720720724
-1900	0.940998498498504	0.00385435435435438	0.00355315315315318
-1850	0.977500000000006	0.00408918918918921	0.00373693693693697
-1800	1.00710960960962	0.004078978978979	0.00403303303303306
-1750	1.03416666666667	0.00403303303303306	0.00443633633633635
-1700	1.05854354354355	0.00427297297297299	0.004272972972973
-1650	1.07385885885886	0.00454864864864865	0.00417087087087089
-1600	1.08062312312313	0.00417597597597599	0.00452822822822823
-1550	1.08891891891893	0.00440570570570571	0.00451291291291292
-1500	1.08215465465466	0.00389009009009012	0.00452822822822824
-1450	1.08126126126127	0.00424234234234236	0.00419129129129131
-1400	1.09376876876877	0.0045996996996997	0.00435465465465467
-1350	1.11916666666667	0.00468138138138138	0.00453333333333334
-1300	1.12274024024025	0.00391561561561564	0.0043852852852853
-1250	1.1543918918919	0.00472222222222222	0.00452312312312313
-1200	1.19165915915917	0.00501831831831832	0.00464054054054055
-1150	1.24028528528529	0.0052174174174174	0.00486516516516516
-1100	1.28431681681682	0.00508978978978978	0.00516636636636636
-1050	1.353490990991	0.00528888888888887	0.00481921921921922
-1000	1.44665915915917	0.00585555555555553	0.00523783783783782
-950	1.54927177177178	0.00636606606606601	0.00596786786786784
-900	1.68136636636638	0.00671831831831825	0.00621801801801797
-850	1.86731981981983	0.00737177177177168	0.00656006006005998
-800	2.13010510510511	0.00872462462462454	0.00741261261261252
-750	2.46206456456457	0.00979159159159151	0.0079945945945945
-700	2.85541291291291	0.0110117117117116	0.00975075075075067
-650	3.39923423423423	0.0138297297297296	0.0113741741741741
-600	4.05256006006005	0.0163465465465463	0.0136357357357356
-550	4.83836336336335	0.0201855855855854	0.0167549549549547
-500	5.72090840840839	0.0235141141141137	0.0190828828828827
-450	6.82105855855851	0.0284405405405401	0.0243921921921918
-400	7.93205705705698	0.0337243243243242	0.0285324324324321
-350	9.13175675675664	0.0394777777777767	0.0336069069069066
-300	10.3951426426425	0.0449453453453444	0.0383342342342334
-250	11.6499774774773	0.049417417417416	0.0456600600600591
-200	12.6923123123121	0.0533687687687674	0.0489375375375362
-150	13.7245645645643	0.0599033033033012	0.0533891891891878
-100	14.5583558558556	0.0626957957957943	0.0593825825825807
-50	15.0294294294292	0.0628132132132116	0.0626243243243226
0	15.24027027027	0.064222222222221	0.0624252252252234
50	15.1883258258255	0.0632114114114094	0.0640486486486473
100	14.6924924924922	0.059857357357355	0.063522822822821
150	13.8801426426424	0.0555894894894876	0.0603576576576551
200	12.8801801801799	0.0500861861861844	0.056253153153151
250	11.6724399399398	0.0442918918918907	0.0505048048048032
300	10.3637462462461	0.0379462462462455	0.0442612612612598
350	9.07930180180175	0.0327135135135131	0.0381351351351343
400	7.85726726726726	0.0278993993993989	0.0330861861861858
450	6.72572072072076	0.0232639639639637	0.0278738738738734
500	5.73545795795803	0.0201294294294292	0.023422222222222
550	4.89681681681689	0.0173624624624622	0.0200273273273272
600	4.17227477477485	0.0144933933933933	0.0169438438438436
650	3.55264264264273	0.0126402402402401	0.0146465465465464
700	3.04047297297306	0.0106339339339339	0.0124258258258257
750	2.60066816816826	0.00897477477477471	0.0104603603603603
800	2.21842342342352	0.00709609609609601	0.00926576576576569
850	1.92309309309319	0.00676426426426419	0.00741771771771764
900	1.69170420420431	0.0059474474474474	0.00678978978978972
950	1.50996246246257	0.0054267267267267	0.00598828828828823
1000	1.37416666666677	0.00488048048048048	0.00543693693693691
1050	1.29861111111122	0.00492132132132132	0.00518168168168167
1100	1.23824324324335	0.00493153153153153	0.00485495495495495
1150	1.18974474474485	0.00431891891891894	0.00472732732732733
1200	1.15145645645656	0.00444144144144146	0.00465075075075076
1250	1.1340990990992	0.00467627627627628	0.0045894894894895
1300	1.09861861861872	0.00431381381381383	0.00459969969969971
1350	1.06594594594605	0.00429849849849852	0.00454354354354355
