Distance from Center (cmd=annotatePeaks.pl MYC_Cluster4_peaks.bed hg38 -d MYC_VEH_TagDir -hist 50 -size 5000)	MYC_VEH_TagDir Coverage	MYC_VEH_TagDir + Tags	MYC_VEH_TagDir - Tags
1400	0.842562499999965	0.00347437500000002	0.00325125000000002
1450	0.820249999999965	0.00302812500000001	0.00365500000000002
1500	0.792359374999965	0.00325125000000002	0.00317687500000002
1550	0.788374999999965	0.00337875000000002	0.00328312500000002
1600	0.772437499999965	0.00311312500000002	0.00312375000000002
1650	0.753312499999965	0.00280500000000001	0.00317687500000001
1700	0.738703124999965	0.00307062500000002	0.00274125000000001
1750	0.731265624999965	0.00298562500000002	0.00299625000000001
1800	0.722499999999965	0.00298562500000001	0.00261375000000001
1850	0.713468749999965	0.00279437500000001	0.00302812500000001
1900	0.703906249999965	0.00307062500000002	0.00255000000000001
1950	0.690359374999965	0.00280500000000001	0.00270937500000001
2000	0.663796874999965	0.00246500000000001	0.00303875000000001
2050	0.633249999999965	0.00226312500000001	0.00257125000000001
2100	0.599515624999965	0.00226312500000001	0.00238000000000001
2150	0.567906249999965	0.00243312500000001	0.00227375000000001
2200	0.540546874999965	0.00212500000000001	0.00216750000000001
2250	0.516109374999965	0.0016575	0.00253937500000001
2300	0.496187499999965	0.00204000000000001	0.001753125
2350	0.476265624999965	0.0017	0.00175312500000001
2400	0.468562499999965	0.001668125	0.00185937500000001
2450	0.470687499999965	0.0018275	0.00199750000000001
2500	0.477593749999965	0.001689375	0.00196562500000001
