Distance from Center (cmd=annotatePeaks.pl MYC_Cluster4_peaks.bed hg38 -d MYC_VEH_TagDir -hist 50 -size 5000)	MYC_VEH_TagDir Coverage	MYC_VEH_TagDir + Tags	MYC_VEH_TagDir - Tags
-2500	0.655562500000003	0.00235875000000001	0.00229500000000001
-2450	0.664328125000003	0.00285812500000001	0.00240125000000001
-2400	0.671234375000003	0.00255000000000001	0.00281562500000001
-2350	0.676812500000003	0.00263500000000001	0.00282625000000001
-2300	0.677078125000004	0.00274125000000001	0.00274125000000001
-2250	0.687171875000004	0.00263500000000001	0.00267750000000001
-2200	0.683718750000003	0.00298562500000001	0.00301750000000001
-2150	0.690359375000004	0.00301750000000001	0.00294312500000001
-2100	0.686640625000004	0.00256062500000001	0.00256062500000001
-2050	0.690359375000004	0.00277312500000001	0.00286875000000001
-2000	0.706562500000004	0.00324062500000002	0.00241187500000001
-1950	0.707093750000004	0.00286875000000001	0.00281562500000001
-1900	0.683984375000004	0.00253937500000001	0.00286875000000001
-1850	0.677875000000004	0.00255000000000001	0.00267750000000001
-1800	0.682656250000004	0.00301750000000002	0.00291125000000001
-1750	0.654765625000004	0.00223125000000001	0.00255000000000001
-1700	0.663796875000004	0.00272000000000001	0.00236937500000001
-1650	0.682921875000004	0.00262437500000001	0.00263500000000001
-1600	0.711078125000004	0.00269875000000001	0.00262437500000001
-1550	0.741890625000003	0.00309187500000002	0.00280500000000001
-1500	0.774828125000003	0.00307062500000002	0.00306000000000002
-1450	0.829015625000003	0.00397375000000003	0.00304937500000002
-1400	0.890906250000004	0.00378250000000002	0.00361250000000002
-1350	0.930218750000004	0.00391000000000002	0.00378250000000002
-1300	0.966875000000004	0.00408000000000003	0.00328312500000002
-1250	1.023984375	0.00427125000000003	0.00397375000000002
-1200	1.047625	0.00435625000000003	0.00436687500000003
-1150	1.062765625	0.00448375000000003	0.00397375000000002
-1100	1.10871875	0.00456875000000003	0.00426062500000003
-1050	1.157859375	0.00454750000000003	0.00436687500000003
-1000	1.233828125	0.00538687500000004	0.00453687500000003
-950	1.33954687500001	0.00556750000000004	0.00427125000000003
-900	1.47103125000001	0.00592875000000004	0.00515312500000004
-850	1.63093750000001	0.00689562500000005	0.00575875000000004
-800	1.83732812500001	0.00799000000000006	0.00629000000000005
-750	2.10826562500001	0.00881875000000004	0.00755437500000006
-700	2.40496875000001	0.00977500000000001	0.00808562500000006
-650	2.79251562500001	0.0110075	0.00922250000000003
-600	3.282328125	0.0146837499999999	0.010571875
-550	3.83987499999999	0.0161074999999999	0.0136956249999999
-500	4.46117187499998	0.0190506249999998	0.0152149999999999
-450	5.25299999999997	0.0221531249999996	0.0185087499999998
-400	6.14310937499996	0.0260843749999997	0.0210268749999996
-350	7.01382812499994	0.0298881249999997	0.0247562499999996
-300	7.96503124999994	0.0342443749999996	0.0283156249999996
-250	8.84451562499993	0.0386643749999999	0.0345099999999996
-200	9.65520312499991	0.0420218750000002	0.0390362499999999
-150	10.3341406249999	0.045400625	0.0406512500000001
-100	10.8815937499999	0.0445612499999998	0.0446674999999999
-50	11.2510781249999	0.0483118749999997	0.0438812500000001
0	11.4059374999999	0.0478762499999998	0.0470687499999997
50	11.3134999999999	0.0471962499999998	0.0468774999999999
100	11.0096249999999	0.0449118749999999	0.0478762499999998
150	10.4688124999999	0.0406512500000001	0.0453793749999999
200	9.6846874999999	0.0370812499999999	0.0408637500000002
250	8.84557812499992	0.0340637499999997	0.0381968749999999
300	7.93182812499993	0.0307274999999996	0.0352112499999997
350	6.92324999999993	0.0251599999999997	0.0301537499999996
400	5.99409374999993	0.0206868749999997	0.0252449999999997
450	5.15976562499994	0.0175524999999999	0.0211118749999997
500	4.37484374999995	0.0143331249999999	0.0181156249999998
550	3.68873437499996	0.0132175	0.0146199999999999
600	3.18165624999997	0.0120275	0.012951875
650	2.76834374999997	0.0104125	0.011400625
700	2.37468749999997	0.00753312500000006	0.00944562500000003
750	2.10826562499997	0.00769250000000006	0.00818125000000005
800	1.86017187499997	0.00720375000000005	0.00746937500000006
850	1.61473437499997	0.00555687500000004	0.00669375000000005
900	1.39718749999997	0.00438812500000003	0.00567375000000004
950	1.28243749999997	0.00471750000000003	0.00542937500000004
1000	1.15307812499997	0.00447312500000003	0.00427125000000003
1050	1.05240624999997	0.00367625000000002	0.00412250000000003
1100	0.996890624999965	0.00379312500000002	0.00401625000000003
1150	0.946156249999965	0.00337875000000002	0.00389937500000002
1200	0.908171874999965	0.00384625000000002	0.00347437500000002
1250	0.887187499999965	0.00345312500000002	0.00377187500000002
1300	0.864343749999965	0.00335750000000002	0.00366562500000002
1350	0.836984374999965	0.00308125000000001	0.00299625000000001
