Distance from Center (cmd=annotatePeaks.pl ER_Cluster3_peaks.bed hg38 -d ER_TagDir -hist 50 -size 5000)	ER_TagDir Coverage	ER_TagDir + Tags	ER_TagDir - Tags
-2500	0.923520249221184	0.00342833333333333	0.00383166666666667
-2450	1.00833333333333	0.00484	0.00201666666666667
-2400	1.2345015576324	0.00342833333333333	0.00443666666666667
-2350	1.24392523364486	0.00282333333333333	0.00342833333333333
-2300	0.989485981308412	0.001815	0.00625166666666667
-2250	0.782165109034268	0.00201666666666667	0.004235
-2200	0.735046728971963	0.00342833333333333	0.001815
-2150	0.80101246105919	0.00322666666666667	0.00322666666666667
-2100	0.782165109034268	0.00121	0.00282333333333333
-2050	0.80101246105919	0.00262166666666667	0.001815
-2000	0.80101246105919	0.00262166666666667	0.004235
-1950	0.782165109034268	0.001815	0.003025
-1900	0.753894080996885	0.00242	0.00282333333333333
-1850	0.669080996884736	0.00141166666666667	0.00322666666666667
-1800	0.612538940809969	0.00242	0.00262166666666667
-1750	0.640809968847352	0.00242	0.00221833333333333
-1700	0.753894080996885	0.00262166666666667	0.00161333333333333
-1650	1.00833333333333	0.00322666666666667	0.00262166666666667
-1600	1.07429906542056	0.003025	0.00363
-1550	1.29104361370717	0.005445	0.00625166666666667
-1500	1.36643302180685	0.004235	0.00322666666666667
-1450	1.64914330218069	0.00564666666666667	0.00504166666666667
-1400	1.76222741433022	0.00564666666666667	0.00584833333333334
-1350	1.82819314641745	0.00463833333333334	0.00685666666666667
-1300	1.70568535825545	0.00403333333333333	0.00746166666666667
-1250	1.61144859813084	0.00443666666666667	0.00705833333333334
-1200	1.53605919003115	0.005445	0.005445
-1150	1.54548286604361	0.00504166666666667	0.00746166666666667
-1100	1.38528037383178	0.00363	0.00463833333333334
-1050	1.33816199376947	0.00282333333333333	0.00443666666666667
-1000	1.52663551401869	0.00766333333333334	0.00463833333333334
-950	1.61144859813084	0.00403333333333333	0.00564666666666667
-900	1.69626168224299	0.00645333333333334	0.00625166666666667
-850	1.50778816199377	0.00524333333333334	0.00726
-800	1.44182242990654	0.00605	0.00463833333333334
-750	1.20623052959502	0.00282333333333333	0.00322666666666667
-700	1.04602803738318	0.00322666666666667	0.00443666666666667
-650	0.687928348909658	0.00141166666666667	0.00282333333333333
-600	0.791588785046729	0.00342833333333333	0.00201666666666667
-550	0.932943925233645	0.00403333333333333	0.00161333333333333
-500	1.27219626168224	0.00342833333333333	0.00463833333333334
-450	1.31931464174455	0.00262166666666667	0.004235
-400	1.6208722741433	0.00685666666666667	0.00584833333333334
-350	2.02609034267913	0.00826833333333334	0.00605
-300	2.52554517133956	0.00887333333333334	0.00847000000000001
-250	3.11923676012461	0.0141166666666667	0.009075
-200	4.55163551401869	0.0298466666666667	0.0100833333333333
-150	8.40591900311529	0.0592899999999998	0.0131083333333333
-100	17.9615264797508	0.112933333333334	0.0161333333333333
-50	28.1862149532709	0.135721666666668	0.0352916666666667
0	34.0288940809968	0.0951866666666663	0.108295
50	27.4982866043613	0.0262166666666666	0.127050000000001
100	17.3489875389408	0.0155283333333333	0.123621666666667
150	7.80280373831777	0.00847000000000001	0.0592899999999998
200	4.16526479750778	0.00806666666666667	0.028435
250	2.76113707165108	0.00584833333333334	0.0165366666666666
300	1.97897196261681	0.00342833333333333	0.00927666666666667
350	1.6679906542056	0.00605	0.00826833333333334
400	1.29104361370715	0.003025	0.00584833333333334
450	1.17795950155762	0.00403333333333333	0.00484
500	0.9894859813084	0.00221833333333333	0.00282333333333333
550	1.07429906542055	0.00322666666666667	0.00363
600	1.02718068535824	0.001815	0.00504166666666667
650	1.29104361370715	0.00705833333333334	0.00383166666666667
700	1.85646417445482	0.010285	0.004235
750	2.40303738317756	0.00947833333333334	0.00605
800	2.83652647975077	0.00968000000000001	0.00806666666666667
850	2.53496884735201	0.00504166666666667	0.00927666666666667
900	2.24283489096572	0.00504166666666667	0.0104866666666667
950	1.8376168224299	0.00705833333333334	0.00826833333333334
1000	1.74338006230529	0.005445	0.00645333333333334
1050	1.93185358255451	0.006655	0.00564666666666667
1100	1.96012461059189	0.00564666666666667	0.00685666666666667
1150	1.86588785046728	0.004235	0.00867166666666667
1200	1.60202492211837	0.00363	0.006655
1250	1.31931464174454	0.00282333333333333	0.00584833333333334
1300	1.31931464174454	0.00584833333333334	0.00645333333333334
1350	1.09314641744547	0.00201666666666667	0.00403333333333333
1400	1.23450155763239	0.00403333333333333	0.00463833333333334
1450	1.24392523364485	0.00645333333333334	0.00322666666666667
1500	1.57375389408099	0.00584833333333334	0.005445
1550	1.86588785046728	0.007865	0.004235
1600	1.92242990654205	0.00463833333333334	0.00605
1650	1.74338006230529	0.00342833333333333	0.00726
1700	1.55490654205606	0.00403333333333333	0.00847000000000001
1750	1.29104361370716	0.00403333333333333	0.00403333333333333
1800	1.25334890965731	0.00342833333333333	0.00726
1850	0.98006230529594	0.00282333333333333	0.00403333333333333
1900	0.951791277258557	0.00363	0.00383166666666667
1950	0.951791277258557	0.00322666666666667	0.00221833333333333
2000	1.26277258566977	0.00685666666666667	0.00383166666666667
2050	1.39470404984423	0.00504166666666667	0.003025
2100	1.5454828660436	0.00383166666666667	0.005445
2150	1.53605919003114	0.005445	0.00463833333333334
2200	1.60202492211837	0.00504166666666667	0.00564666666666667
2250	1.77165109034267	0.00685666666666667	0.00685666666666667
2300	1.96954828660435	0.00947833333333334	0.00625166666666667
2350	2.06378504672896	0.00685666666666667	0.006655
2400	1.91300623052958	0.00403333333333333	0.00685666666666667
2450	1.50778816199376	0.00201666666666667	0.00605
2500	1.1591121495327	0.00322666666666667	0.005445
