Distance from Center (cmd=annotatePeaks.pl ER_Cluster4_peaks.bed hg38 -d ER_TagDir -hist 50 -size 5000)	ER_TagDir Coverage	ER_TagDir + Tags	ER_TagDir - Tags
-2500	3.03685559240278	0.0109290322580645	0.0124903225806452
-2450	3.14629182996684	0.0117096774193548	0.00936774193548388
-2400	3.33780524570395	0.00897741935483871	0.0122951612903226
-2350	2.91829966837504	0.00702580645161291	0.0117096774193548
-2300	2.54439252336449	0.00800161290322581	0.0134661290322581
-2250	2.42583659933675	0.0107338709677419	0.00780645161290323
-2200	2.5079137775098	0.00663548387096775	0.00644032258064516
-2150	2.59911064214652	0.00819677419354839	0.0091725806451613
-2100	2.52615315043714	0.00956290322580646	0.0107338709677419
-2050	2.53527283690081	0.00975806451612904	0.00780645161290323
-2000	2.69030750678324	0.00936774193548388	0.00839193548387097
-1950	2.93653904130238	0.0105387096774194	0.00839193548387097
-1900	3.21924932167621	0.0121	0.00897741935483871
-1850	3.55667772083208	0.0124903225806452	0.0130758064516129
-1800	3.44724148326801	0.0107338709677419	0.0121
-1750	3.20100994874887	0.00956290322580646	0.0138564516129032
-1700	3.00949653301176	0.0107338709677419	0.0103435483870968
-1650	2.85446186312934	0.0107338709677419	0.00839193548387097
-1600	3.01861621947543	0.0103435483870968	0.00936774193548388
-1550	2.95477841422973	0.00995322580645162	0.0091725806451613
-1500	2.89094060898402	0.00936774193548388	0.0113193548387097
-1450	2.71766656617425	0.00839193548387097	0.00936774193548388
-1400	2.80886343081098	0.0117096774193548	0.00897741935483871
-1350	2.63558938800121	0.00780645161290323	0.00800161290322581
-1300	2.59911064214652	0.00722096774193549	0.0101483870967742
-1250	2.33463973470003	0.00780645161290323	0.00722096774193549
-1200	2.59911064214652	0.0124903225806452	0.00897741935483871
-1150	2.95477841422973	0.0117096774193548	0.00761129032258065
-1100	3.05509496533012	0.00780645161290323	0.00956290322580646
-1050	2.93653904130238	0.0105387096774194	0.0107338709677419
-1000	2.63558938800121	0.00761129032258065	0.00975806451612904
-950	2.46231534519144	0.00546451612903226	0.00975806451612904
-900	2.35287910762738	0.00819677419354839	0.00741612903225807
-850	2.51703346397347	0.00975806451612904	0.00995322580645162
-800	2.71766656617425	0.0105387096774194	0.00839193548387097
-750	2.91829966837504	0.0111241935483871	0.00956290322580646
-700	2.68118782031957	0.00761129032258065	0.0105387096774194
-650	2.42583659933675	0.00546451612903226	0.00741612903225807
-600	2.17048537835394	0.00526935483870968	0.00878225806451613
-550	2.16136569189026	0.00839193548387097	0.00858709677419355
-500	2.25256255652698	0.00683064516129033	0.00839193548387097
-450	2.18872475128128	0.00780645161290323	0.00819677419354839
-400	2.21608381067229	0.00741612903225807	0.00858709677419355
-350	2.30728067530901	0.00780645161290323	0.00546451612903226
-300	2.58087126921917	0.0107338709677419	0.00897741935483871
-250	3.05509496533012	0.0150274193548387	0.00878225806451613
-200	4.08561953572505	0.0220532258064516	0.00936774193548388
-150	5.7636418450407	0.0284935483870968	0.00975806451612904
-100	11.5820018088635	0.0729903225806447	0.0169790322580645
-50	18.5859210129636	0.0886032258064512	0.0234193548387096
0	22.8539342779621	0.0604999999999998	0.0694774193548383
50	18.5950406994273	0.0179548387096774	0.0967999999999998
100	11.1807356044619	0.0109290322580645	0.084895161290322
150	5.25293940307507	0.0103435483870968	0.0355193548387097
200	3.31044618631293	0.00839193548387097	0.015808064516129
250	2.93653904130237	0.00858709677419355	0.0136612903225806
300	2.51703346397346	0.00702580645161291	0.00839193548387097
350	2.51703346397346	0.00800161290322581	0.0091725806451613
400	2.48055471811877	0.00956290322580646	0.00878225806451613
450	2.48055471811877	0.00605	0.00995322580645162
500	2.64470907446487	0.0126854838709677	0.00761129032258065
550	2.48967440458245	0.00683064516129033	0.0105387096774194
600	2.48967440458245	0.00878225806451613	0.00800161290322581
650	2.37111848055471	0.00975806451612904	0.00702580645161291
700	2.48967440458245	0.00839193548387097	0.00839193548387097
750	2.74502562556526	0.0103435483870968	0.00644032258064516
800	2.79062405788362	0.00975806451612904	0.00858709677419355
850	2.863581549593	0.00897741935483871	0.0119048387096774
900	2.64470907446487	0.00839193548387097	0.00780645161290323
950	2.65382876092854	0.00975806451612904	0.00975806451612904
1000	2.58999095568284	0.00936774193548388	0.00839193548387097
1050	2.71766656617425	0.00975806451612904	0.00897741935483871
1100	2.75414531202893	0.00722096774193549	0.00839193548387097
1150	2.83622249020198	0.00995322580645162	0.00936774193548388
1200	2.67206813385589	0.00800161290322581	0.0117096774193548
1250	2.48055471811877	0.00819677419354839	0.00897741935483871
1300	2.51703346397346	0.0111241935483871	0.00819677419354839
1350	2.91829966837503	0.0113193548387097	0.00819677419354839
1400	3.16453120289417	0.0121	0.00702580645161291
1450	3.26484775399457	0.0115145161290323	0.0138564516129032
1500	3.03685559240277	0.00897741935483871	0.0109290322580645
1550	2.56263189629182	0.00644032258064516	0.00702580645161291
1600	2.49879409104612	0.00819677419354839	0.0121
1650	2.41671691287307	0.00975806451612904	0.00644032258064516
1700	2.90006029544769	0.0113193548387097	0.00956290322580646
1750	3.00037684654808	0.00936774193548388	0.00839193548387097
1800	3.21012963521253	0.0121	0.0121
1850	3.33780524570394	0.0124903225806452	0.00995322580645162
1900	3.30132649984925	0.00819677419354839	0.0111241935483871
1950	3.22836900813988	0.00878225806451613	0.0136612903225806
2000	2.89094060898401	0.00858709677419355	0.0101483870967742
2050	2.83622249020198	0.00878225806451613	0.0128806451612903
2100	2.82710280373831	0.00975806451612904	0.0091725806451613
2150	2.76326499849261	0.00780645161290323	0.0103435483870968
2200	2.84534217666565	0.0109290322580645	0.0109290322580645
2250	2.74502562556526	0.00936774193548388	0.00975806451612904
