Distance from Center (cmd=annotatePeaks.pl ER_Cluster2_peaks.bed hg38 -d ER_TagDir -hist 50 -size 5000)	ER_TagDir Coverage	ER_TagDir + Tags	ER_TagDir - Tags
-2500	1.57722577471717	0.00413947368421053	0.00573157894736842
-2450	1.53258730939498	0.00382105263157895	0.00732368421052632
-2400	1.41355140186916	0.00573157894736842	0.00477631578947369
-2350	1.56234628627644	0.00509473684210526	0.00477631578947369
-2300	1.44331037875061	0.00350263157894737	0.00541315789473684
-2250	1.29451549434333	0.00477631578947369	0.00636842105263158
-2200	1.20523856369897	0.00382105263157895	0.00318421052631579
-2150	1.26475651746188	0.00477631578947369	0.00286578947368421
-2100	1.4879488440728	0.00605	0.00605
-2050	1.35403344810625	0.00477631578947369	0.00318421052631579
-2000	1.44331037875061	0.00382105263157895	0.00732368421052632
-1950	1.19035907525824	0.00286578947368421	0.00254736842105263
-1900	1.02668470241023	0.00382105263157895	0.00605
-1850	0.743974422036399	0.00191052631578947	0.00350263157894737
-1800	0.729094933595671	0.00477631578947369	0.00127368421052632
-1750	1.04156419085096	0.00605	0.000955263157894737
-1700	1.56234628627644	0.00796052631578948	0.00222894736842105
-1650	2.33607968519429	0.0124184210526316	0.00541315789473684
-1600	2.99077717658633	0.0111447368421053	0.00541315789473684
-1550	3.49667978357108	0.0117815789473684	0.00923421052631579
-1500	3.36276438760453	0.00955263157894737	0.0146473684210526
-1450	2.70806689621249	0.00605	0.0114631578947368
-1400	2.03848991637973	0.00509473684210526	0.0117815789473684
-1350	1.60698475159862	0.00573157894736842	0.00541315789473684
-1300	1.4879488440728	0.00509473684210526	0.00445789473684211
-1250	1.7557796360059	0.00700526315789474	0.00477631578947369
-1200	2.09800787014265	0.0117815789473684	0.00509473684210526
-1150	2.24680275454993	0.00827894736842106	0.00700526315789474
-1100	2.08312838170192	0.00413947368421053	0.00605
-1050	1.7557796360059	0.00413947368421053	0.00700526315789474
-1000	1.2201180521397	0.00191052631578947	0.00605
-950	1.05644367929169	0.00350263157894737	0.00509473684210526
-900	0.907648794884408	0.00254736842105263	0.00445789473684211
-850	0.996925725528776	0.00350263157894737	0.00254736842105263
-800	1.08620265617314	0.00254736842105263	0.00350263157894737
-750	1.0118052139695	0.00286578947368421	0.00509473684210526
-700	0.996925725528776	0.00382105263157895	0.00477631578947369
-650	0.952287260206592	0.00222894736842105	0.00254736842105263
-600	1.04156419085096	0.00382105263157895	0.00445789473684211
-550	1.0118052139695	0.00445789473684211	0.00286578947368421
-500	1.27963600590261	0.00605	0.00477631578947369
-450	1.36891293654698	0.00445789473684211	0.00191052631578947
-400	1.60698475159862	0.00541315789473684	0.00541315789473684
-350	1.56234628627644	0.00445789473684211	0.00605
