Distance from Center (cmd=annotatePeaks.pl P300_ER_Cluster2_peaks.bed hg38 -d P300_TagDir -hist 50 -size 5000)	P300_TagDir Coverage	P300_TagDir + Tags	P300_TagDir - Tags
-2500	1.43213499633162	0.00673103448275862	0.00546896551724138
-2450	1.58877476155539	0.00799310344827586	0.00336551724137931
-2400	1.52164343360235	0.00210344827586207	0.00378620689655172
-2350	1.47688921496698	0.00420689655172414	0.00631034482758621
-2300	1.25311812179017	0.00462758620689655	0.00378620689655172
-2250	1.40975788701394	0.00336551724137931	0.00462758620689655
-2200	1.36500366837858	0.00210344827586207	0.00673103448275862
-2150	1.14123257520176	0.00336551724137931	0.00420689655172414
-2100	1.18598679383712	0.00462758620689655	0.00631034482758621
-2050	1.00696991929567	0.000420689655172414	0.00252413793103448
-2000	1.02934702861335	0.00252413793103448	0.00336551724137931
-1950	0.939838591342626	0.00210344827586207	0.00546896551724138
-1900	1.07410124724872	0.00336551724137931	0.00420689655172414
-1850	0.917461482024945	0.0029448275862069	0.0029448275862069
-1800	1.07410124724872	0.00631034482758621	0.00504827586206897
-1750	1.16360968451944	0.00546896551724138	0.000841379310344828
-1700	1.9468085106383	0.0117793103448276	0.00420689655172414
-1650	2.34959647835657	0.00799310344827586	0.00336551724137931
-1600	3.44607483492296	0.0138827586206896	0.00715172413793103
-1550	4.11738811445341	0.0164068965517241	0.0100965517241379
-1500	4.65443873807777	0.0155655172413793	0.0168275862068965
-1450	4.07263389581805	0.00841379310344827	0.0143034482758621
-1400	3.22230374174615	0.00462758620689655	0.0151448275862069
-1350	2.46148202494497	0.00715172413793103	0.0105172413793103
-1300	2.37197358767425	0.00841379310344827	0.00883448275862069
-1250	2.41672780630961	0.00799310344827586	0.00967586206896551
-1200	2.32721936903888	0.00757241379310345	0.00673103448275862
-1150	2.17057960381511	0.00504827586206897	0.00715172413793103
-1100	1.87967718268525	0.00420689655172414	0.00715172413793103
-1050	1.49926632428467	0.00546896551724138	0.00673103448275862
-1000	1.54402054292003	0.00673103448275862	0.00546896551724138
-950	1.47688921496698	0.00378620689655172	0.00336551724137931
-900	1.43213499633162	0.00420689655172414	0.00588965517241379
-850	1.23074101247249	0.00336551724137931	0.00378620689655172
-800	1.07410124724872	0.00210344827586207	0.00378620689655172
-750	1.11885546588408	0.0029448275862069	0.00462758620689655
-700	1.34262655906089	0.00210344827586207	0.00378620689655172
-650	1.52164343360235	0.00420689655172414	0.00588965517241379
-600	1.52164343360235	0.00420689655172414	0.0092551724137931
-550	1.54402054292003	0.00546896551724138	0.00462758620689655
-500	1.74541452677916	0.00799310344827586	0.00420689655172414
-450	2.5509904622157	0.0138827586206896	0.00631034482758621
-400	2.86426999266324	0.0092551724137931	0.00588965517241379
-350	2.88664710198092	0.00799310344827586	0.0109379310344828
-300	2.70763022743947	0.0092551724137931	0.00757241379310345
-250	3.1551724137931	0.0143034482758621	0.00715172413793103
-200	4.76632428466618	0.0222965517241379	0.0105172413793103
-150	8.57043286867204	0.055951724137931	0.0138827586206896
-100	15.1045487894351	0.0879241379310344	0.0248206896551724
-50	22.3323550990463	0.098441379310345	0.0366
0	26.0022010271461	0.075303448275862	0.068151724137931
50	22.0638297872341	0.031551724137931	0.0896068965517241
100	14.4332355099046	0.017248275862069	0.0853999999999999
150	8.03338224504768	0.0176689655172414	0.0521655172413793
200	5.28099779897285	0.0176689655172414	0.0218758620689655
250	4.40829053558326	0.0109379310344828	0.0155655172413793
300	3.40132061628759	0.00673103448275862	0.0134620689655172
350	2.4167278063096	0.00420689655172414	0.0092551724137931
400	2.03631694790901	0.00715172413793103	0.00967586206896551
450	1.87967718268524	0.00883448275862069	0.00631034482758621
500	1.96918561995597	0.00378620689655172	0.00504827586206897
550	1.67828319882611	0.00336551724137931	0.00504827586206897
600	1.67828319882611	0.00546896551724138	0.00841379310344827
650	1.5663976522377	0.00462758620689655	0.00504827586206897
700	1.79016874541452	0.00673103448275862	0.00588965517241379
750	1.94680851063829	0.00841379310344827	0.00588965517241379
800	1.90205429200292	0.00420689655172414	0.00588965517241379
850	1.76779163609684	0.00715172413793103	0.00588965517241379
900	1.47688921496697	0.00336551724137931	0.00546896551724138
950	1.43213499633161	0.00588965517241379	0.00378620689655172
1000	1.36500366837857	0.00336551724137931	0.00420689655172414
1050	1.40975788701393	0.00420689655172414	0.00462758620689655
1100	1.38738077769625	0.00336551724137931	0.00504827586206897
1150	1.27549523110784	0.00378620689655172	0.00462758620689655
1200	1.36500366837857	0.00504827586206897	0.00588965517241379
1250	1.34262655906088	0.00631034482758621	0.00252413793103448
1300	1.70066030814379	0.00757241379310345	0.00588965517241379
1350	2.0586940572267	0.00841379310344827	0.00336551724137931
1400	2.9090242112986	0.0143034482758621	0.00504827586206897
1450	3.73697725605281	0.0143034482758621	0.00883448275862069
1500	4.18451944240645	0.0122	0.0143034482758621
1550	4.13976522377108	0.0134620689655172	0.0130413793103448
1600	4.20689655172413	0.0130413793103448	0.0138827586206896
1650	3.89361702127659	0.00673103448275862	0.0151448275862069
1700	3.13279530447541	0.00673103448275862	0.0143034482758621
1750	2.39435069699192	0.00588965517241379	0.0126206896551724
1800	1.92443140132061	0.00462758620689655	0.00715172413793103
1850	1.63352898019075	0.00336551724137931	0.00841379310344827
1900	1.27549523110784	0.00420689655172414	0.00462758620689655
1950	1.25311812179016	0.00546896551724138	0.00504827586206897
2000	1.18598679383711	0.00462758620689655	0.00252413793103448
2050	1.14123257520175	0.0029448275862069	0.00378620689655172
2100	1.02934702861334	0.00420689655172414	0.00378620689655172
2150	0.98459280997798	0.00462758620689655	0.00252413793103448
2200	1.07410124724871	0.0029448275862069	0.00168275862068966
2250	1.25311812179016	0.00673103448275862	0.00336551724137931
2300	1.27549523110784	0.00715172413793103	0.00420689655172414
2350	1.45451210564929	0.00504827586206897	0.00168275862068966
2400	1.49926632428466	0.0029448275862069	0.0029448275862069
2450	1.40975788701393	0.00378620689655172	0.00504827586206897
2500	1.3202494497432	0.00378620689655172	0.00588965517241379
