Distance from Center (cmd=annotatePeaks.pl BRG1_ER_Cluster1_peaks.bed hg38 -d BRG1_TagDir -hist 50 -size 5000)	BRG1_TagDir Coverage	BRG1_TagDir + Tags	BRG1_TagDir - Tags
250	2.56778309409888	0.00585454545454545	0.0183272727272727
300	2.15098351940457	0.00725454545454545	0.0114545454545455
350	2.00584795321637	0.00674545454545455	0.0108181818181818
400	1.80116959064327	0.00509090909090909	0.00776363636363636
450	1.71929824561403	0.00763636363636363	0.0084
500	1.62626262626262	0.00598181818181818	0.00763636363636363
550	1.48484848484848	0.00509090909090909	0.00598181818181818
600	1.49973418394471	0.00470909090909091	0.00572727272727273
650	1.34343434343434	0.00292727272727273	0.00572727272727273
700	1.25412014885699	0.00445454545454545	0.00534545454545454
750	1.1424774056353	0.00241818181818182	0.00661818181818182
800	1.07549175970228	0.00496363636363636	0.0056
850	0.989898989898987	0.00241818181818182	0.00343636363636364
900	1.07921318447634	0.00483636363636364	0.00458181818181818
950	1.00478468899521	0.00330909090909091	0.00445454545454546
1000	0.919191919191917	0.00369090909090909	0.0042
1050	0.95640616693248	0.00470909090909091	0.00458181818181818
1100	0.95640616693248	0.00381818181818182	0.00318181818181818
1150	0.960127591706537	0.00343636363636364	0.00241818181818182
1200	1.06432748538011	0.00598181818181818	0.00330909090909091
1250	1.02711323763955	0.00254545454545455	0.00330909090909091
1300	1.00850611376927	0.00267272727272727	0.00432727272727273
1350	1.00850611376927	0.00330909090909091	0.0042
1400	0.960127591706537	0.00381818181818182	0.00407272727272727
1450	1.00106326422116	0.00292727272727273	0.0042
1500	1.13503455608719	0.00330909090909091	0.00445454545454545
1550	1.17969165337586	0.00356363636363636	0.00394545454545455
1600	1.15364167995747	0.00318181818181818	0.00509090909090909
1650	1.15364167995747	0.00330909090909091	0.00789090909090909
1700	1.03455608718766	0.0042	0.00674545454545454
1750	0.95640616693248	0.00330909090909091	0.00432727272727273
1800	0.971291866028706	0.00330909090909091	0.00292727272727273
1850	1.05316321105795	0.00407272727272727	0.00509090909090909
1900	1.03455608718766	0.00330909090909091	0.00292727272727273
1950	1.1164274322169	0.00432727272727273	0.00521818181818182
2000	1.10526315789473	0.00407272727272727	0.00483636363636364
2050	1.02711323763955	0.00292727272727273	0.00407272727272727
2100	1.03827751196172	0.00356363636363636	0.00496363636363636
2150	1.06060606060606	0.00496363636363636	0.00496363636363636
2200	0.9973418394471	0.00356363636363637	0.00356363636363637
2250	1.13131313131313	0.00636363636363636	0.00445454545454545
2300	1.15736310473152	0.00356363636363636	0.00407272727272727
2350	1.1424774056353	0.00356363636363636	0.00407272727272727
2400	1.0829346092504	0.00305454545454546	0.00407272727272727
2450	1.11270600744285	0.00381818181818182	0.00585454545454545
2500	0.945241892610311	0.00445454545454545	0.00381818181818182
