Distance from Center (cmd=annotatePeaks.pl BRG1_ER_Cluster1_peaks.bed hg38 -d BRG1_TagDir -hist 50 -size 5000)	BRG1_TagDir Coverage	BRG1_TagDir + Tags	BRG1_TagDir - Tags
-2500	0.855927698032962	0.00369090909090909	0.00216363636363636
-2450	0.833599149388624	0.00229090909090909	0.00509090909090909
-2400	0.729399255715046	0.00330909090909091	0.00343636363636364
-2350	0.721956406166933	0.00216363636363636	0.00267272727272727
-2300	0.707070707070707	0.00267272727272727	0.00229090909090909
-2250	0.740563530037215	0.00229090909090909	0.00216363636363636
-2200	0.833599149388624	0.0042	0.00432727272727273
-2150	0.792663476874004	0.00152727272727273	0.0028
-2100	0.75544922913344	0.00330909090909091	0.00330909090909091
-2050	0.740563530037215	0.00267272727272727	0.00458181818181818
-2000	0.703349282296651	0.00241818181818182	0.00305454545454545
-1950	0.718234981392877	0.00330909090909091	0.00203636363636364
-1900	0.721956406166933	0.00241818181818182	0.00190909090909091
-1850	0.725677830940989	0.00267272727272727	0.00305454545454546
-1800	0.725677830940989	0.00267272727272727	0.00381818181818182
-1750	0.677299308878257	0.00254545454545455	0.00292727272727273
-1700	0.6735778841042	0.00343636363636364	0.00178181818181818
-1650	0.751727804359384	0.0042	0.0028
-1600	0.811270600744286	0.00330909090909091	0.00305454545454546
-1550	0.79638490164806	0.00292727272727273	0.00178181818181818
-1500	0.870813397129187	0.00445454545454545	0.00267272727272727
-1450	0.900584795321638	0.00292727272727273	0.00318181818181818
-1400	0.874534821903244	0.00267272727272727	0.00267272727272727
-1350	0.900584795321638	0.00267272727272727	0.00381818181818182
-1300	0.781499202551835	0.00203636363636364	0.00356363636363636
-1250	0.781499202551835	0.00305454545454546	0.00330909090909091
-1200	0.807549175970229	0.00369090909090909	0.00483636363636364
-1150	0.788942052099947	0.00305454545454546	0.00229090909090909
-1100	0.855927698032962	0.00394545454545455	0.00356363636363636
-1050	0.98989898989899	0.00509090909090909	0.00305454545454546
-1000	0.960127591706539	0.00356363636363637	0.00318181818181818
-950	1.03083466241361	0.00521818181818182	0.00356363636363636
-900	1.0829346092504	0.00623636363636364	0.00381818181818182
-850	1.07549175970229	0.00458181818181818	0.00369090909090909
-800	1.20574162679426	0.00572727272727273	0.00330909090909091
-750	1.29505582137161	0.00547272727272727	0.00318181818181818
-700	1.2876129718235	0.00470909090909091	0.00432727272727273
-650	1.39181286549708	0.00763636363636363	0.00496363636363636
-600	1.64486975013291	0.00929090909090909	0.00470909090909091
-550	1.80489101541733	0.00763636363636363	0.00470909090909091
-500	1.98724082934609	0.00852727272727273	0.0056
-450	2.15098351940457	0.00967272727272727	0.00878181818181818
-400	2.18075491759702	0.0104363636363636	0.00636363636363636
-350	2.26634768740032	0.0103090909090909	0.00789090909090909
-300	2.53801169590643	0.0151454545454546	0.00929090909090909
-250	2.79106858054227	0.014	0.00763636363636363
-200	3.51674641148325	0.0248181818181819	0.00712727272727273
-150	4.58851674641148	0.0267272727272728	0.00852727272727273
-100	5.80914407230196	0.0304181818181819	0.0098
-50	6.76555023923445	0.0302909090909091	0.0183272727272728
0	6.90324295587453	0.0220181818181819	0.0231636363636364
50	6.57947900053163	0.0152727272727273	0.0300363636363637
100	5.63051568314726	0.0106909090909091	0.0319454545454546
150	4.28335991493886	0.00750909090909091	0.0235454545454546
200	3.28973950026581	0.00776363636363636	0.0203636363636364
