Distance from Center (cmd=annotatePeaks.pl BRG1_ER_Cluster2_peaks.bed hg38 -d BRG1_TagDir -hist 50 -size 5000)	BRG1_TagDir Coverage	BRG1_TagDir + Tags	BRG1_TagDir - Tags
-2500	1.02517162471396	0.00474782608695652	0.00389565217391304
-2450	1.0002542588355	0.00316521739130435	0.00377391304347826
-2400	1.01449275362319	0.00365217391304348	0.00401739130434783
-2350	1.05364861428935	0.00511304347826087	0.00535652173913043
-2300	1.02161200101704	0.00328695652173913	0.00450434782608696
-2250	0.911263666412408	0.00267826086956522	0.00304347826086957
-2200	0.961098398169337	0.00413913043478261	0.00328695652173913
-2150	0.95397915077549	0.00413913043478261	0.00450434782608696
-2100	0.907704042715485	0.00523478260869565	0.00328695652173913
-2050	0.893465547927791	0.00365217391304348	0.0035304347826087
-2000	0.854309687261633	0.00292173913043478	0.00304347826086957
-1950	0.893465547927791	0.00340869565217391	0.00292173913043478
-1900	0.804474955504704	0.0028	0.00194782608695652
-1850	0.793796084413934	0.00377391304347826	0.0020695652173913
-1800	0.893465547927791	0.00547826086956522	0.00450434782608696
-1750	0.889905924230868	0.00316521739130435	0.00328695652173913
-1700	0.904144419018561	0.00389565217391304	0.00219130434782609
-1650	1.02161200101704	0.00450434782608696	0.00255652173913044
-1600	1.15687770150013	0.0048695652173913	0.0028
-1550	1.31706076786168	0.00633043478260869	0.00401739130434783
-1500	1.349097381134	0.00401739130434783	0.00450434782608696
-1450	1.38113399440631	0.0056	0.00645217391304348
-1400	1.30994152046784	0.00438260869565217	0.0069391304347826
-1350	1.2280701754386	0.00584347826086956	0.00450434782608696
-1300	1.24230867022629	0.00657391304347826	0.00450434782608696
-1250	1.24230867022629	0.00426086956521739	0.00438260869565217
-1200	1.22095092804475	0.00450434782608696	0.00365217391304348
-1150	1.18535469107552	0.00365217391304348	0.0048695652173913
-1100	1.13196033562166	0.00462608695652174	0.00377391304347826
-1050	1.17467581998475	0.00523478260869565	0.00499130434782609
-1000	1.16043732519705	0.00401739130434783	0.00377391304347826
-950	1.21739130434783	0.00426086956521739	0.00450434782608696
-900	1.26366641240783	0.00474782608695652	0.00365217391304348
-850	1.24586829392321	0.00401739130434783	0.00706086956521739
-800	1.26010678871091	0.00523478260869565	0.00316521739130435
-750	1.36333587592169	0.00401739130434783	0.00535652173913043
-700	1.53775743707094	0.00766956521739131	0.00681739130434782
-650	1.59471141622171	0.00888695652173913	0.00535652173913043
-600	1.80828883803712	0.00815652173913043	0.00572173913043478
-550	2.05390287312484	0.0114434782608696	0.0084
-500	2.3208746503941	0.0108347826086957	0.00511304347826087
-450	2.47393846936181	0.0132695652173913	0.00864347826086957
