Distance from Center (cmd=annotatePeaks.pl BRG1_ER_Cluster2_peaks.bed hg38 -d BRG1_TagDir -hist 50 -size 5000)	BRG1_TagDir Coverage	BRG1_TagDir + Tags	BRG1_TagDir - Tags
-400	2.81566234426646	0.0164347826086957	0.0076695652173913
-350	3.11467073480804	0.0154608695652174	0.00937391304347826
-300	3.52046783625731	0.0170434782608696	0.00864347826086957
-250	4.25375031782355	0.0228869565217392	0.00925217391304348
-200	5.01195016526824	0.0265391304347827	0.0112
-150	6.33968980422069	0.0409043478260871	0.0161913043478261
-100	7.50724637681159	0.0388347826086957	0.0192347826086957
-50	8.58937198067633	0.0340869565217392	0.0232521739130435
0	8.90261886600559	0.0244695652173914	0.0294608695652174
50	8.49326214085939	0.0249565217391305	0.0350608695652175
100	7.28654970760234	0.0141217391304348	0.0390782608695653
150	5.79506737859141	0.00876521739130435	0.0378608695652175
200	4.5954741927282	0.0125391304347826	0.0288521739130435
250	3.82303585049581	0.0115652173913044	0.0206956521739131
300	3.20722095092805	0.0084	0.0164347826086957
350	2.94024917365879	0.00815652173913044	0.0148521739130435
400	2.52021357742182	0.00754782608695652	0.0154608695652174
450	2.12509534706331	0.00827826086956522	0.0114434782608696
500	1.87948131197559	0.0076695652173913	0.010104347826087
550	1.6837020086448	0.00596521739130434	0.00547826086956522
600	1.49860157640478	0.00328695652173913	0.00620869565217391
650	1.34197813374015	0.00426086956521739	0.00620869565217391
700	1.18891431477244	0.00426086956521739	0.00450434782608696
750	1.20315280956013	0.00438260869565217	0.00292173913043478
800	1.18891431477244	0.00389565217391304	0.00523478260869565
850	1.23518942283244	0.00584347826086956	0.00535652173913043
900	1.24586829392321	0.00389565217391304	0.0056
950	1.17823544368167	0.00499130434782609	0.00535652173913044
1000	1.10348334604627	0.00267826086956522	0.00474782608695652
1050	1.03585049580473	0.0028	0.00450434782608696
1100	1.00737350622934	0.00438260869565218	0.00401739130434783
1150	1.12128146453089	0.00681739130434782	0.00328695652173913
1200	1.08568522756166	0.00340869565217391	0.00511304347826087
1250	1.01093312992626	0.00328695652173913	0.00328695652173913
1300	1.09992372234935	0.00438260869565217	0.00499130434782609
1350	0.929061784897025	0.0028	0.00401739130434783
1400	0.897025171624714	0.00377391304347826	0.00243478260869565
1450	0.914823290109331	0.00292173913043478	0.00365217391304348
1500	0.918382913806255	0.00499130434782609	0.00377391304347826
1550	0.96465802186626	0.00243478260869565	0.00340869565217391
1600	0.921942537503178	0.00219130434782609	0.00413913043478261
1650	0.921942537503178	0.00377391304347826	0.0028
1700	1.01093312992626	0.00438260869565217	0.00438260869565217
1750	1.02517162471396	0.00596521739130434	0.00426086956521739
1800	1.04296974319858	0.00413913043478261	0.00304347826086957
1850	1.07144673277396	0.00426086956521739	0.00535652173913044
1900	0.961098398169337	0.00340869565217391	0.00365217391304348
1950	1.02161200101704	0.00450434782608696	0.00328695652173913
2000	1.00737350622934	0.0035304347826087	0.00255652173913044
2050	1.07144673277396	0.00267826086956522	0.00340869565217391
2100	1.16399694889397	0.00535652173913043	0.00438260869565217
2150	1.25654716501398	0.00401739130434783	0.00511304347826087
2200	1.13907958301551	0.00292173913043478	0.00474782608695652
2250	1.13907958301551	0.00340869565217391	0.00584347826086956
2300	1.08212560386473	0.00426086956521739	0.00669565217391304
2350	1.02517162471396	0.00389565217391304	0.00426086956521739
2400	1.0928044749555	0.00316521739130435	0.0035304347826087
2450	1.18535469107552	0.00669565217391304	0.00462608695652174
2500	1.2280701754386	0.0048695652173913	0.00413913043478261
