Distance from Center (cmd=annotatePeaks.pl E2_ER_overlaps.bed hg38 -d Vehicle_TagDir E2_TagDir -hist 50 -size 5000)	Vehicle_TagDir Coverage	Vehicle_TagDir + Tags	Vehicle_TagDir - Tags	E2_TagDir Coverage	E2_TagDir + Tags	E2_TagDir - Tags
950	1.60501721593703	0.00374205607476636	0.00799439252336448	5.24665708123656	0.0127177570093458	0.0263439252336449
1000	1.47073290703393	0.00425233644859813	0.0027214953271028	4.57117181883541	0.0115065420560748	0.00908411214953271
1050	1.14461387112641	0.00459252336448598	0.00459252336448598	3.72099209202017	0.0152915887850467	0.0122635514018692
1100	0.984751598622718	0.00187102803738318	0.00323177570093458	3.60452911574411	0.012414953271028	0.014988785046729
1150	1.05509099852434	0.00391214953271028	0.00442242990654206	3.54047447879227	0.00984112149532711	0.013777570093458
1200	1.59222823413674	0.00289158878504673	0.00323177570093458	5.31071171818839	0.0098411214953271	0.00968971962616823
1250	2.24446630595179	0.015818691588785	0.00289158878504673	7.40122214234367	0.0599551401869159	0.0134747663551402
1300	2.74963108706345	0.0129271028037383	0.0130971962616822	8.69396117900795	0.0342168224299066	0.0452691588785047
1350	2.9990162321692	0.00697383177570093	0.0149682242990654	8.84536304816682	0.0201364485981309	0.037396261682243
1400	2.8775209050664	0.00612336448598131	0.00561308411214953	8.81042415528401	0.0210448598130841	0.0145345794392524
1450	2.83275946876536	0.0246635514018691	0.00561308411214953	8.11746944644144	0.0641943925233645	0.0234672897196262
1500	2.49385145105754	0.0034018691588785	0.0205813084112149	7.00524802300507	0.00832710280373832	0.0501140186915888
1550	1.91834727004426	0.00510280373831776	0.00357196261682243	5.65427749820277	0.0105981308411215	0.0131719626168224
1600	1.67535661583865	0.00612336448598131	0.0034018691588785	3.95974119338609	0.0109009345794393	0.0107495327102804
1650	1.24692572552877	0.00221121495327103	0.00357196261682243	2.80675772825309	0.00590467289719626	0.019985046728972
1700	1.25971470732906	0.00289158878504673	0.00408224299065421	2.34090582314885	0.00605607476635514	0.0056018691588785
1750	1.23413674372847	0.00595327102803738	0.00442242990654206	2.53889288281815	0.0125663551401869	0.0077214953271028
1800	1.16379734382685	0.00544299065420561	0.00731401869158878	2.56800862688717	0.0128691588785047	0.014988785046729
1850	1.92474176094441	0.0027214953271028	0.00391214953271028	4.89726815240837	0.00832710280373832	0.00635887850467289
1900	2.14854894244957	0.00867476635514018	0.00221121495327103	5.78238677210643	0.0160485981308411	0.00711588785046729
1950	2.94786030496802	0.0278953271028037	0.00714392523364486	7.75643421998566	0.0707046728971963	0.0190766355140187
2000	2.81997048696507	0.00323177570093458	0.0246635514018691	7.13335729690873	0.0056018691588785	0.072370093457944
2050	2.07820954254795	0.00510280373831776	0.00323177570093458	4.64687275341485	0.00908411214953271	0.0063588785046729
2100	1.4131824889326	0.00119065420560748	0.00238130841121495	2.91739755571535	0.0063588785046729	0.00575327102803738
2150	0.901623216920798	0.00323177570093458	0.00408224299065421	2.00898634076208	0.00817570093457944	0.00817570093457944
2200	0.850467289719618	0.00493271028037383	0.0027214953271028	2.03810208483109	0.011203738317757	0.0042392523364486
2250	1.00393507132316	0.00561308411214953	0.00459252336448598	2.20697340043138	0.00757009345794393	0.00832710280373832
2300	0.971962616822421	0.00255140186915888	0.00255140186915888	2.09633357296912	0.00620747663551402	0.00681308411214953
2350	0.888834235120503	0.000850467289719626	0.00238130841121495	1.78188353702376	0.00499626168224299	0.0077214953271028
2400	0.888834235120503	0.00476261682242991	0.0034018691588785	1.54895758447164	0.00499626168224299	0.00514766355140187
2450	0.863256271519913	0.00408224299065421	0.00391214953271028	1.39173256649896	0.00469345794392523	0.00545046728971962
2500	0.812100344318732	0.0027214953271028	0.00374205607476636	1.41502516175417	0.00469345794392523	0.00590467289719626
