Distance from Center (cmd=annotatePeaks.pl Cluster2_DRIP_peaks.bed hg38 -d Vehicle_TagDir E2_TagDir -hist 50 -size 5000)	Vehicle_TagDir Coverage	Vehicle_TagDir + Tags	Vehicle_TagDir - Tags	E2_TagDir Coverage	E2_TagDir + Tags	E2_TagDir - Tags
-2500	1.12280701754386	0.0056	0.00466666666666667	1.90118343195266	0.00955384615384615	0.00996923076923077
-2450	1.08771929824561	0.00373333333333333	0.00233333333333333	1.66153846153846	0.00456923076923077	0.00456923076923077
-2400	1.05263157894737	0.000466666666666667	0.00373333333333333	1.82130177514793	0.00581538461538462	0.00623076923076923
-2350	0.877192982456141	0.00326666666666667	0.0028	1.43786982248521	0.00373846153846154	0.00415384615384616
-2300	0.719298245614035	0.000933333333333333	0.00326666666666667	1.34201183431953	0.00332307692307692	0.0054
-2250	0.807017543859649	0.00186666666666667	0.00466666666666667	1.4698224852071	0.00623076923076923	0.00498461538461539
-2200	0.789473684210526	0.00326666666666667	0.0042	1.38994082840237	0.00456923076923077	0.00664615384615385
-2150	0.719298245614035	0.00186666666666667	0.00233333333333333	1.54970414201183	0.00747692307692308	0.00498461538461539
-2100	0.719298245614035	0.000933333333333333	0.0042	1.50177514792899	0.00373846153846154	0.00706153846153846
-2050	0.736842105263158	0.00233333333333333	0.000933333333333333	1.61360946745562	0.00706153846153846	0.00332307692307692
-2000	0.789473684210526	0.00326666666666667	0.00513333333333333	1.67751479289941	0.00498461538461539	0.0054
-1950	0.789473684210526	0.0028	0.00186666666666667	1.83727810650888	0.00996923076923077	0.00872307692307692
-1900	0.719298245614035	0.0014	0.00373333333333333	1.78934911242604	0.00872307692307692	0.00456923076923077
-1850	0.894736842105263	0.0056	0.0028	1.85325443786982	0.00581538461538462	0.00664615384615385
-1800	0.912280701754386	0.00186666666666667	0.0042	1.62958579881657	0.00290769230769231	0.00581538461538462
-1750	0.771929824561404	0.000933333333333333	0.00186666666666667	1.26213017751479	0.00456923076923077	0.00249230769230769
-1700	0.824561403508772	0.00326666666666667	0.0028	1.15029585798817	0.00332307692307692	0.00747692307692308
-1650	0.666666666666667	0.00186666666666667	0.00513333333333333	1.15029585798817	0.00498461538461539	0.0054
-1600	0.614035087719298	0.0028	0.00186666666666667	1.19822485207101	0.00664615384615385	0.00207692307692308
-1550	0.578947368421053	0.000933333333333333	0.000933333333333333	1.53372781065089	0.0054	0.00290769230769231
-1500	0.754385964912281	0.007	0.00466666666666667	2.4603550295858	0.0191076923076923	0.00872307692307693
-1450	0.789473684210526	0.00233333333333333	0.000933333333333333	2.55621301775148	0.00332307692307692	0.00290769230769231
-1400	0.87719298245614	0.00326666666666667	0.0014	2.84378698224852	0.00872307692307693	0.0112153846153846
-1350	1	0.0042	0.00326666666666667	2.7	0.00830769230769231	0.0141230769230769
-1300	1.01754385964912	0.00373333333333333	0.00326666666666667	2.14082840236686	0.00830769230769231	0.0103846153846154
-1250	0.947368421052632	0.00233333333333333	0.0028	2.04497041420118	0.00706153846153846	0.00664615384615385
-1200	1.07017543859649	0.00466666666666667	0.0042	2.20473372781065	0.00913846153846154	0.00581538461538462
-1150	0.912280701754386	0.00326666666666667	0.00466666666666667	2.50828402366864	0.0112153846153846	0.00789230769230769
-1100	0.859649122807018	0.00513333333333333	0.0028	2.63609467455621	0.0137076923076923	0.00872307692307692
-1050	0.807017543859649	0.00466666666666667	0.00513333333333333	3.06745562130178	0.0141230769230769	0.00747692307692308
-1000	0.982456140350877	0.00513333333333333	0.000466666666666667	3.49881656804734	0.0149538461538462	0.0108
-950	1.01754385964912	0.0042	0.000466666666666667	3.08343195266272	0.0054	0.00913846153846154
-900	1.3859649122807	0.00653333333333333	0.0028	2.98757396449704	0.00623076923076923	0.0116307692307692
-850	1.17543859649123	0.0028	0.00513333333333333	2.9396449704142	0.0141230769230769	0.00996923076923077
-800	1.19298245614035	0.00326666666666667	0.00326666666666667	3.01952662721894	0.0124615384615385	0.0157846153846154
-750	1.12280701754386	0.0028	0.007	3.35502958579882	0.0186923076923077	0.00623076923076923
-700	0.947368421052632	0.00373333333333333	0.00233333333333333	3.62662721893491	0.0103846153846154	0.0132923076923077
-650	1.10526315789474	0.00513333333333333	0.00326666666666667	3.61065088757396	0.0108	0.0124615384615385
-600	1.10526315789474	0.0028	0.00513333333333333	3.56272189349112	0.0120461538461538	0.0116307692307692
-550	0.982456140350877	0.00326666666666667	0.0042	3.62662721893491	0.0116307692307692	0.0116307692307692
-500	0.807017543859649	0.0014	0.0028	3.78639053254438	0.0145384615384615	0.0186923076923077
-450	0.842105263157895	0.00466666666666667	0.0042	3.88224852071006	0.0199384615384615	0.0124615384615385
-400	0.807017543859649	0.00373333333333333	0.00186666666666667	4.24970414201183	0.0141230769230769	0.0157846153846154
-350	0.842105263157895	0.00233333333333333	0.0028	4.4094674556213	0.0186923076923077	0.0112153846153846
-300	1.07017543859649	0.00653333333333333	0.0028	4.82485207100592	0.0236769230769231	0.0170307692307692
-250	1.24561403508772	0.0028	0.00326666666666667	4.77692307692308	0.0141230769230769	0.0157846153846154
-200	1.26315789473684	0.00373333333333333	0.00373333333333333	4.93668639053254	0.0162	0.0166153846153846
-150	1.36842105263158	0.0042	0.0042	5.11242603550296	0.0182769230769231	0.0103846153846154
-100	1.40350877192982	0.0102666666666667	0.00933333333333333	7.39704142011834	0.0577384615384616	0.0236769230769231
-50	1.29824561403509	0.00653333333333333	0.00233333333333333	9.48994082840237	0.0473538461538462	0.0211846153846154
0	1.43859649122807	0.00466666666666667	0.00373333333333333	10.4325443786982	0.0240923076923077	0.0224307692307692
50	1.45614035087719	0.0056	0.00186666666666667	9.17041420118343	0.0116307692307692	0.0402923076923077
