Distance from Center (cmd=annotatePeaks.pl Cluster1_DRIP_peaks.bed hg38 -d Vehicle_TagDir E2_TagDir -hist 50 -size 5000)	Vehicle_TagDir Coverage	Vehicle_TagDir + Tags	Vehicle_TagDir - Tags	E2_TagDir Coverage	E2_TagDir + Tags	E2_TagDir - Tags
-2500	0.66213921901528	0.000880645161290323	0.000293548387096774	1.25620347394541	0.00444193548387097	0.00391935483870968
-2450	0.761460101867572	0.00499032258064516	0.00381612903225806	1.29640198511166	0.00444193548387097	0.00522580645161291
-2400	0.783531409168081	0.00234838709677419	0.00205483870967742	1.20595533498759	0.00418064516129032	0.00261290322580645
-2350	0.849745331069609	0.00528387096774193	0.00205483870967742	1.44714640198511	0.00888387096774193	0.0057483870967742
-2300	0.860780984719864	0.00322903225806452	0.00410967741935484	1.46724565756824	0.00757741935483871	0.00391935483870968
-2250	0.838709677419355	0.00381612903225806	0.00146774193548387	1.68833746898263	0.00705483870967742	0.00470322580645161
-2200	0.838709677419355	0.00205483870967742	0.00205483870967742	1.55769230769231	0.00235161290322581	0.00339677419354839
-2150	0.772495755517827	0.00205483870967742	0.00410967741935484	1.45719602977668	0.00391935483870968	0.00391935483870968
-2100	0.739388794567063	0.00557741935483871	0.000880645161290323	1.40694789081886	0.0057483870967742	0.00757741935483871
-2050	0.750424448217317	0.0011741935483871	0.00410967741935484	1.41699751861042	0.00470322580645161	0.00418064516129032
-2000	0.80560271646859	0.00352258064516129	0.0011741935483871	1.87928039702233	0.0122806451612903	0.00600967741935484
-1950	0.838709677419355	0.00381612903225806	0.00352258064516129	2.04007444168735	0.0107129032258064	0.00836129032258064
-1900	0.739388794567063	0.00146774193548387	0.00264193548387097	2.14057071960298	0.00705483870967742	0.00627096774193549
-1850	0.794567062818336	0.00264193548387097	0.00264193548387097	2.19081885856079	0.00653225806451613	0.00496451612903226
-1800	0.772495755517826	0.00176129032258065	0.00440322580645161	2.04007444168735	0.00679354838709677	0.00783870967741935
-1750	0.617996604414261	0.00205483870967742	0.000880645161290323	1.78883374689826	0.0057483870967742	0.00600967741935484
-1700	0.761460101867572	0.00410967741935484	0.00293548387096774	2.01997518610422	0.0101903225806452	0.00966774193548387
-1650	0.739388794567063	0.00381612903225806	0.00352258064516129	2.09032258064516	0.00914516129032258	0.00600967741935484
-1600	0.706281833616298	0.00322903225806452	0.00176129032258065	2.26116625310174	0.00992903225806451	0.00548709677419355
-1550	0.783531409168081	0.00293548387096774	0.00264193548387097	2.36166253101737	0.00757741935483871	0.00757741935483871
-1500	0.684210526315789	0.00293548387096774	0.00146774193548387	2.34156327543424	0.0101903225806452	0.00731612903225806
-1450	0.860780984719864	0.00499032258064516	0.00146774193548387	2.23101736972705	0.0057483870967742	0.00888387096774193
-1400	0.838709677419355	0.00234838709677419	0.00264193548387097	2.00992555831266	0.00600967741935484	0.00653225806451613
-1350	0.80560271646859	0.00264193548387097	0.00205483870967742	1.9697270471464	0.00705483870967742	0.00836129032258064
-1300	0.783531409168081	0.00234838709677419	0.00410967741935484	2.10037220843672	0.00783870967741935	0.00653225806451613
-1250	0.629032258064516	0.00264193548387097	0.00322903225806452	2.15062034739454	0.00914516129032258	0.00731612903225806
-1200	0.617996604414261	0.00440322580645161	0.00146774193548387	2.3817617866005	0.0101903225806452	0.00888387096774193
-1150	0.860780984719864	0.00616451612903226	0.00146774193548387	2.68325062034739	0.0130645161290323	0.00940645161290323
-1100	0.915959252971137	0.00322903225806452	0.00176129032258065	2.88424317617866	0.0104516129032258	0.00705483870967742
-1050	1.04838709677419	0.00469677419354839	0.00352258064516129	3.21588089330025	0.012541935483871	0.0104516129032258
-1000	0.882852292020373	0.00352258064516129	0.00176129032258065	3.16563275434243	0.00966774193548387	0.0104516129032258
-950	0.882852292020373	0.00381612903225806	0.00352258064516129	3.1455334987593	0.00992903225806451	0.0122806451612903
-900	0.80560271646859	0.00205483870967742	0.00234838709677419	3.03498759305211	0.0112354838709677	0.0120193548387097
-850	0.915959252971137	0.00557741935483871	0.00176129032258065	3.04503722084367	0.0148935483870968	0.0120193548387097
-800	0.80560271646859	0.000587096774193548	0.00293548387096774	2.97468982630273	0.0081	0.00992903225806451
-750	0.816638370118845	0.00293548387096774	0.00381612903225806	3.20583126550869	0.0135870967741936	0.00862258064516129
-700	0.860780984719864	0.00469677419354839	0.00264193548387097	3.42692307692308	0.0175064516129032	0.0112354838709677
-650	0.915959252971137	0.00587096774193548	0.00381612903225806	3.52741935483871	0.0135870967741935	0.012541935483871
-600	1.03735144312394	0.00469677419354839	0.00205483870967742	3.83895781637717	0.0138483870967742	0.0120193548387097
-550	1.09252971137521	0.00146774193548387	0.00381612903225806	3.68821339950372	0.012541935483871	0.0112354838709677
-500	1.1918505942275	0.00616451612903226	0.00176129032258065	4.06004962779156	0.0167225806451613	0.012541935483871
-450	1.14770797962648	0.00381612903225806	0.00469677419354839	4.25099255583127	0.0151548387096774	0.0138483870967742
-400	1.14770797962648	0.00557741935483871	0.00469677419354839	4.58263027295285	0.0237774193548387	0.0151548387096774
-350	1.15874363327674	0.00557741935483871	0.00410967741935484	4.75347394540943	0.0185516129032258	0.0180290322580645
-300	1.16977928692699	0.00293548387096774	0.00352258064516129	4.62282878411911	0.0107129032258064	0.0138483870967742
-250	1.26910016977929	0.00499032258064516	0.00322903225806452	4.68312655086849	0.0162	0.0156774193548387
-200	1.25806451612903	0.00469677419354839	0.00469677419354839	4.98461538461538	0.0227322580645162	0.0203806451612903
-150	1.11460101867572	0.00322903225806452	0.00440322580645161	4.6529776674938	0.0130645161290323	0.0159387096774194
-100	1.28013582342954	0.00381612903225806	0.00587096774193548	6.66290322580645	0.0407612903225807	0.0203806451612903
-50	1.22495755517827	0.00587096774193548	0.00264193548387097	8.41153846153846	0.0418064516129033	0.0172451612903226
0	1.43463497453311	0.00733870967741935	0.00469677419354839	9.18535980148883	0.0258677419354839	0.0245612903225807
50	1.44567062818336	0.00381612903225806	0.00616451612903226	8.57233250620347	0.0159387096774194	0.0415451612903227
100	1.30220713073005	0.00322903225806452	0.00469677419354839	6.512158808933	0.0190741935483871	0.0418064516129033
150	1.37945670628183	0.00352258064516129	0.00469677419354839	4.87406947890819	0.0130645161290323	0.0180290322580645
200	1.28013582342954	0.00381612903225806	0.00469677419354839	4.60272952853598	0.0138483870967742	0.0188129032258065
250	1.14770797962648	0.00205483870967742	0.00410967741935484	4.07009925558313	0.0101903225806452	0.0148935483870968
300	1.20288624787776	0.00410967741935484	0.0091	4.21079404466501	0.0162	0.0245612903225807
350	0.926994906621391	0.00264193548387097	0.00352258064516129	3.65806451612903	0.0114967741935484	0.0104516129032258
400	0.915959252971137	0.00234838709677419	0.00293548387096774	3.88920595533499	0.012541935483871	0.0133258064516129
450	0.960101867572155	0.00499032258064516	0.00469677419354839	3.86910669975186	0.011758064516129	0.0177677419354839
500	0.871816638370118	0.00205483870967742	0.00499032258064516	3.79875930521092	0.0112354838709677	0.0154161290322581
550	0.882852292020373	0.00234838709677419	0.00176129032258065	3.56761786600496	0.0107129032258064	0.0138483870967742
600	0.838709677419354	0.0011741935483871	0.00205483870967742	3.51736972704715	0.0120193548387097	0.0146322580645161
650	0.882852292020373	0.00264193548387097	0.00645806451612903	3.50732009925558	0.0104516129032258	0.0167225806451613
700	0.728353140916807	0.00205483870967742	0.00293548387096774	3.51736972704715	0.0154161290322581	0.00992903225806451
750	0.871816638370118	0.00322903225806452	0.00352258064516129	3.34652605459057	0.00862258064516129	0.0146322580645161
800	0.882852292020373	0.00146774193548387	0.00499032258064516	3.33647642679901	0.00992903225806451	0.0135870967741936
850	0.750424448217317	0.00205483870967742	0.00352258064516129	3.05508684863524	0.00992903225806451	0.0114967741935484
900	0.651103565365025	0.00205483870967742	0.00322903225806452	2.77369727047146	0.00888387096774193	0.00653225806451613
950	0.629032258064515	0.00293548387096774	0.00381612903225806	2.97468982630273	0.00940645161290322	0.0172451612903226
1000	0.629032258064515	0.00234838709677419	0.00176129032258065	2.73349875930521	0.00783870967741935	0.0081
1050	0.662139219015279	0.00264193548387097	0.0011741935483871	2.78374689826303	0.0101903225806452	0.0138483870967742
1100	0.739388794567062	0.00293548387096774	0.00352258064516129	2.48225806451613	0.00836129032258064	0.00783870967741935
